website,snapshot_number,snapshot_date,start_date_str,end_date_str,ttt,los,name,rating,price,reviews_amount,weekend,rating_category
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Pod 51,7.8,632,10744,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hyatt Place New York/Midtown-South,8.2,693,3209,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hyatt Place New York City/Times Square,7.6,693,21747,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hyatt Place NYC Chelsea,7.9,693,15066,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Tuscany by LuxUrban,7.4,569,2297,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,AC Hotel by Marriott New York Downtown,8.5,608,1780,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Delta Hotels by Marriott New York Times Square,7.7,608,2422,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Doubletree By Hilton New York Times Square West,7.1,651,14577,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,The Manhattan at Times Square,5.6,558,7322,1,5-6
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Broadway Plaza Hotel,8.7,706,830,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Riu Plaza New York Times Square,8.4,903,7558,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Element Times Square West,7.7,658,7290,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Wingate by Wyndham New York Midtown South/5th Ave,8.1,659,2043,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hilton Garden Inn New York/Midtown Park Avenue,8.0,633,1856,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,7.4,651,580,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,746,1614,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard by Marriott New York Manhattan/Chelsea,8.3,779,1434,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hyatt Centric Midtown 5th Avenue New York,8.1,779,697,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,8.2,805,5270,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard by Marriott Times Square West,8.2,700,2714,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard by Marriott New York Manhattan/ Fifth Avenue,8.0,779,1224,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,8.1,693,989,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,608,4980,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Four Points by Sheraton Manhattan Midtown West,8.1,728,2231,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,608,1025,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,DoubleTree by Hilton New York Downtown,7.3,608,3991,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,DoubleTree by Hilton New York Times Square South,7.9,779,6030,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Sheraton Tribeca New York Hotel,7.7,864,3258,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"U Hotel Fifth Avenue, Empire State Building",7.9,541,2957,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,8.0,779,5583,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,The Herald by LuxUrban,7.8,655,6647,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"The Draper New York, Tapestry Collection by Hilton",8.4,736,1455,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,CIVILIAN Hotel,8.6,779,3582,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Four Points by Sheraton New York Downtown,7.3,565,2366,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,DoubleTree by Hilton New York Midtown Fifth Ave,7.4,736,441,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard by Marriott New York World Trade Center Area,7.8,608,2669,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,NH Collection New York Madison Avenue,8.3,1275,1969,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,AC Hotel by Marriott New York Times Square,8.3,864,742,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard by Marriott New York Manhattan / Soho,7.9,693,311,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Margaritaville Resort Times Square,8.7,1324,3006,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Pod Times Square,8.1,651,21885,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hampton Inn Manhattan-35th St Empire State Bldg,8.2,779,6171,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Royalton New York,7.7,832,2402,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hotel Edison Times Square,7.4,762,15184,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,The Pearl Hotel,8.6,864,1852,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Embassy Suites By Hilton New York Manhattan Times Square,7.8,907,4491,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Renaissance New York Chelsea Hotel,8.0,907,857,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,DoubleTree by Hilton Hotel New York City - Chelsea,7.3,779,2453,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard New York Manhattan/Times Square,8.2,779,2482,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Fairfield Inn & Suites by Marriott New York Manhattan/Chelsea,7.8,651,1005,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Arlo Midtown,8.7,907,5645,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Holiday Inn New York City - Times Square, an IHG Hotel",7.7,586,2133,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hilton Garden Inn New York Central Park South-Midtown West,7.2,864,8277,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Holiday Inn Express Manhattan Midtown West, an IHG Hotel",7.0,565,1373,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Marriott Vacation Club®, New York City ",8.7,950,340,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,SoHo 54,7.1,608,2697,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,33 Seaport Hotel New York,8.6,1545,479,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Executive Hotel Le Soleil New York,8.4,916,3872,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,45 Times Square Hotel,8.3,762,1491,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Dream Downtown, by Hyatt",7.4,912,1393,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hyatt Herald Square New York,8.0,800,1303,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,The Manhattan Club,8.1,811,3462,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hilton Garden Inn West 35th Street,8.3,779,2947,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Renaissance New York Midtown Hotel,8.4,1207,1399,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"The Bernic Hotel New York City,Tapestry Collection by Hilton",8.1,693,1049,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,693,3454,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Leon Hotel LES,8.1,584,2235,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Millennium Premier New York Times Square,7.1,777,1440,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Riu Plaza Manhattan Times Square,8.6,1082,11485,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,citizenM New York Times Square,8.6,993,3801,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Hotel Indigo NYC Downtown - Wall Street, an IHG Hotel",8.3,736,889,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,M Social Hotel Times Square New York,8.4,1143,10528,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"The Jewel Hotel, New York",8.6,953,2903,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,citizenM New York Bowery,8.7,907,3052,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Park Central,7.3,865,5223,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,LUMA Hotel - Times Square,9.0,1104,3829,1,9-10
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Moxy NYC Chelsea,8.3,993,3367,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Four Points by Sheraton Manhattan SoHo Village,7.6,822,905,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Moxy NYC Downtown,8.1,717,1363,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"The New Yorker, A Wyndham Hotel",7.7,775,14892,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hampton Inn Madison Square Garden,7.5,736,1221,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"InterContinental New York Times Square, an IHG Hotel",8.1,1143,1757,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,MOXY NYC Times Square,8.1,907,7799,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Pestana Park Avenue,8.6,767,1140,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Motto By Hilton New York City Times Square,8.1,824,283,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,SpringHill Suites by Marriott New York Manhattan Chelsea,8.2,950,8556,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,7.9,864,1234,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Royalton Park Avenue,8.3,1143,1849,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,The Chelsean New York,7.1,693,1460,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,950,7189,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Aliz Hotel Times Square,8.0,715,5389,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Soho Grand Hotel,8.3,1335,1778,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Millennium Hotel Broadway Times Square,7.3,908,7737,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"voco Times Square South New York, an IHG Hotel",7.9,775,2855,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,The FIDI Hotel,8.2,736,976,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Crowne Plaza Times Square Manhattan, an IHG Hotel",7.8,886,6364,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Cambria Hotel New York - Chelsea,7.9,705,3795,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Moxy NYC East Village,8.2,993,1919,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"The Cloud One New York-Downtown, by the Motel One Group",8.4,993,4186,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Four Points by Sheraton Midtown - Times Square,8.1,907,2196,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Staypineapple, An Artful Hotel, Midtown New York",8.7,850,1427,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Aloft New York Chelsea,7.5,779,48,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard New York Manhattan/Midtown East,8.0,993,1525,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Crowne Plaza HY36 Midtown Manhattan, an IHG Hotel",8.4,907,774,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Tempo By Hilton New York Times Square,8.6,1125,590,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hotel Hayden New York,7.1,746,2585,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Moxy NYC Lower East Side,8.0,993,767,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Warwick New York,8.0,1100,6253,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hampton Inn Manhattan Chelsea,7.7,779,1833,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Motto by Hilton New York City Chelsea,8.6,796,2522,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Park Terrace Hotel,8.7,1338,3505,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Holiday Inn Express - Times Square South, an IHG Hotel",7.8,822,3652,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"Hotel 50 Bowery, part of JdV by Hyatt",8.5,995,937,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard New York Manhattan/Midtown West,8.5,1143,2723,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Carnegie Hotel,8.6,921,2037,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Courtyard by Marriott New York Manhattan/Central Park,8.2,1207,5604,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,La Quinta by Wyndham Time Square South,8.3,860,3844,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Hampton Inn by Hilton New York Times Square,7.7,907,497,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,"EVEN Hotel New York - Times Square South, an IHG Hotel",8.5,817,556,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,NoMo SoHo,7.5,963,1150,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,70 Park Avenue Hotel,8.3,886,1790,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,INNSiDE by Meliá New York Nomad,8.5,912,982,1,8-9
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Millennium Downtown New York,7.4,886,4916,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,Moderne Hotel,7.9,813,918,1,7-8
Booking,1,11 May 2024,12 May 2024,13 May 2024,1,1,City Club Hotel,7.2,775,2102,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Pod 51,7.8,1493,10744,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hyatt Place New York City/Times Square,7.6,1900,21747,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,NH Collection New York Madison Avenue,8.3,3243,1969,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Riu Plaza New York Times Square,8.4,2491,7558,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Pearl Hotel,8.6,2200,1852,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,33 Seaport Hotel New York,8.6,3398,479,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"U Hotel Fifth Avenue, Empire State Building",7.9,1590,2957,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Riu Plaza Manhattan Times Square,8.6,2600,11485,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hyatt Place New York/Midtown-South,8.2,2285,3209,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Wingate by Wyndham New York Midtown South/5th Ave,8.1,2010,2043,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,citizenM New York Times Square,8.6,2328,3801,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,SpringHill Suites by Marriott New York Manhattan Chelsea,8.2,2200,8556,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hyatt Place NYC Chelsea,7.9,2371,15066,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Courtyard by Marriott New York Manhattan/Chelsea,8.3,2371,1434,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Element Times Square West,7.7,1958,7290,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hotel Beacon,8.7,2254,2467,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Pod Times Square,8.1,1807,21885,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,citizenM New York Bowery,8.7,2371,3052,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,MOXY NYC Times Square,8.1,2152,7799,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,M Social Hotel Times Square New York,8.4,3143,10528,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Manhattan at Times Square,5.6,1759,7322,1,5-6
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,8.2,2204,6774,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"The New Yorker, A Wyndham Hotel",7.7,1977,14892,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Ameritania at Times Square,7.9,1705,5664,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Westin New York at Times Square,7.9,2511,1056,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Moxy NYC Chelsea,8.3,2692,3367,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,45 Times Square Hotel,8.3,2080,1491,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Margaritaville Resort Times Square,8.7,5000,3006,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,INNSiDE by Meliá New York Nomad,8.5,2247,982,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"InterContinental New York Times Square, an IHG Hotel",8.1,3055,1757,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Pestana Park Avenue,8.6,2234,1140,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Royalton New York,7.7,3042,2402,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Executive Hotel Le Soleil New York,8.4,2730,3872,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Delta Hotels by Marriott New York Times Square,7.7,2028,2422,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"The Jewel Hotel, New York",8.6,2804,2903,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,AC Hotel by Marriott New York Downtown,8.5,2563,1780,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hyatt Centric Times Square New York,8.3,3271,1242,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hotel Edison Times Square,7.4,2311,15184,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,NoMo SoHo,7.5,2735,1150,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,8.2,2593,5270,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,1986,3454,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,West Side YMCA,6.6,975,13015,1,6-7
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hilton Garden Inn West 35th Street,8.3,2371,2947,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"Crowne Plaza Times Square Manhattan, an IHG Hotel",7.8,2328,6364,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hotel Hayden New York,7.1,1989,2585,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,TownePlace Suites by Marriott New York Manhattan/Chelsea,8.1,2328,5937,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,SoHo 54,7.1,1892,2697,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Aliz Hotel Times Square,8.0,1970,5389,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Millennium Hotel Broadway Times Square,7.3,2508,7737,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Sheraton New York Times Square Hotel,7.0,2884,1577,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,2028,4980,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"voco Times Square South New York, an IHG Hotel",7.9,2091,2855,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hampton Inn Manhattan-35th St Empire State Bldg,8.2,2328,6171,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hilton Garden Inn New York Central Park South-Midtown West,7.2,2585,8277,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Moxy NYC Lower East Side,8.0,2516,767,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,DoubleTree by Hilton New York Midtown Fifth Ave,7.4,2542,441,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Motto By Hilton New York City Times Square,8.1,2345,283,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"The Time New York, part of JdV by Hyatt",7.5,2208,1801,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Tempo By Hilton New York Times Square,8.6,3213,590,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,UNTITLED 3 Freeman Alley,8.6,2100,252,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,8.1,2328,989,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,DoubleTree by Hilton Hotel New York City - Chelsea,7.3,2405,2453,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Leon Hotel LES,8.1,1634,2235,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Park Central,7.3,2615,5223,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Casablanca Hotel by Library Hotel Collection,9.1,2803,330,1,9-10
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"The Cloud One New York-Downtown, by the Motel One Group",8.4,2414,4186,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Allen Hotel,7.8,1716,1608,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Millennium Downtown New York,7.4,2456,4916,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Muse New York,8.4,2319,1987,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Royalton Park Avenue,8.3,3398,1849,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Embassy Suites By Hilton New York Manhattan Times Square,7.8,2927,4491,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Tuscany by LuxUrban,7.4,2016,2297,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Herald by LuxUrban,7.8,2165,6647,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,2486,7189,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Motto by Hilton New York City Chelsea,8.6,2385,2522,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Knickerbocker,8.4,3962,2101,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Cambria Hotel New York - Chelsea,7.9,2290,3795,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,LUMA Hotel - Times Square,9.0,3663,3829,1,9-10
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Manhattan Club,8.1,2862,3462,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"EVEN Hotel New York - Midtown East, an IHG Hotel",8.2,2264,1294,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Four Points by Sheraton New York Downtown,7.3,2071,2366,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Fairfield Inn & Suites by Marriott New York Manhattan/Central Park,7.9,2525,1234,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Carnegie Hotel,8.6,2791,2037,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,"Dream Midtown, by Hyatt",7.5,2439,1213,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,2589,1614,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Moxy NYC East Village,8.2,2841,1919,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,City Club Hotel,7.2,2168,2102,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hotel Belleclaire Central Park,8.1,2272,4224,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The Shelburne Sonesta New York,7.9,2481,1660,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,DoubleTree by Hilton New York Downtown,7.3,2157,3991,1,7-8
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Hilton Garden Inn New York Times Square South,8.1,2371,4243,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Virgin Hotels New York City,8.4,3018,917,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,The FIDI Hotel,8.2,2157,976,1,8-9
Booking,1,11 May 2024,12 May 2024,14 May 2024,1,2,Citadines Connect Fifth Avenue New York,7.5,2028,3016,1,7-8
