website,snapshot_number,snapshot_date,start_date_str,end_date_str,ttt,los,name,rating,price,reviews_amount,weekend,rating_category
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Virgin Hotels New York City,8.4,6131,917,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Park Central,7.3,5626,5223,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"Crowne Plaza Times Square Manhattan, an IHG Hotel",7.8,5472,6364,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,City Club Hotel,7.2,4865,2102,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,M Social Hotel Times Square New York,8.4,7605,10528,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hampton Inn Manhattan-35th St Empire State Bldg,8.2,5179,6171,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hotel Hayden New York,7.1,4519,2585,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,4998,1025,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,DoubleTree by Hilton New York Times Square South,7.9,5424,6030,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"Dream Midtown, by Hyatt",7.5,5221,1213,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Renaissance New York Harlem Hotel,8.2,4938,530,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Home2 Suites By Hilton New York Times Square,7.7,5612,565,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hilton Garden Inn New York Central Park South-Midtown West,7.2,5869,8277,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,The Pearl Hotel,8.6,6282,1852,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Park Terrace Hotel,8.7,6476,3505,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,70 Park Avenue Hotel,8.3,5430,1790,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Arlo NoMad,8.2,5498,2306,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"InterContinental New York Times Square, an IHG Hotel",8.1,6855,1757,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,4767,3454,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,W New York - Times Square,7.7,6110,1406,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Renaissance New York Times Square Hotel by Marriott,8.4,6777,2119,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Park Lane New York,8.2,9178,3947,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,5617,1614,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Sheraton Tribeca New York Hotel,7.7,5666,3258,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Warwick New York,8.0,6817,6253,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Millennium Downtown New York,7.4,5292,4916,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Delta Hotels by Marriott New York Times Square,7.7,5152,2422,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,5084,4980,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Four Points by Sheraton New York Downtown,7.3,4485,2366,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Embassy Suites By Hilton New York Manhattan Times Square,7.8,6453,4491,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hotel Edison Times Square,7.4,5777,15184,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Ace Hotel New York,7.9,5796,1669,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Concorde Hotel New York,8.7,5757,1883,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,LUMA Hotel - Times Square,9.0,7625,3829,1,9-10
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,DoubleTree by Hilton Hotel New York City - Chelsea,7.3,5388,2453,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"The Time New York, part of JdV by Hyatt",7.5,5584,1801,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Iroquois New York Times Square,8.2,6265,2728,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hotel Belleclaire Central Park,8.1,4858,4224,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hilton Garden Inn New York Times Square North,7.7,5835,2748,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Ameritania at Times Square,7.9,5180,5664,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Millennium Hotel Broadway Times Square,7.3,5752,7737,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,45 Times Square Hotel,8.3,5738,1491,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Sheraton New York Times Square Hotel,7.0,6312,1577,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Shoreham Hotel,7.3,4902,2319,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Tempo By Hilton New York Times Square,8.6,7162,590,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,8.2,6342,5270,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"Staypineapple, An Artful Hotel, Midtown New York",8.7,5551,1427,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Pestana CR7 Times Square,8.2,5421,2325,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Tuscany by LuxUrban,7.4,5293,2297,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Aloft Harlem,7.7,4964,567,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,UNTITLED 3 Freeman Alley,8.6,5371,252,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Executive Hotel Le Soleil New York,8.4,6615,3872,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"The Beekman Tower, Trademark Collection by Wyndham",8.1,5646,1166,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Aliz Hotel Times Square,8.0,5098,5389,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Homewood Suites Midtown Manhattan Times Square South,8.3,6478,4173,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"voco Times Square South New York, an IHG Hotel",7.9,5484,2855,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,8.0,5811,5583,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,The Hotel at Fifth Avenue,7.4,4990,3622,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"The Historic Blue Angel Hotel Lexington Ave, Ascend Hotel Collection",8.7,5613,914,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Aloft New York Chelsea,7.5,5056,48,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Fairfield Inn & Suites by Marriott New York Manhattan/Times Square South,8.2,6003,6774,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Residence Inn New York Downtown Manhattan/Financial District,7.8,4985,713,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"The Jewel Hotel, New York",8.6,6386,2903,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,"Hotel Indigo NYC Downtown - Wall Street, an IHG Hotel",8.3,5132,889,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hampton Inn Manhattan Chelsea,7.7,5278,1833,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,The Muse New York,8.4,6953,1987,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Soho Grand Hotel,8.3,9038,1778,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Archer Hotel New York,8.6,6584,970,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,The Gotham Hotel,8.4,6986,1470,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Hilton New York Fashion District,7.3,5589,733,1,7-8
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Mondrian Park Avenue,6.6,5518,1334,1,6-7
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,The Moore,8.5,6631,1573,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Leon Hotel LES,8.1,4808,2235,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,INNSiDE by Meliá New York Nomad,8.5,6538,982,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,The Gregorian New York City,8.3,5919,443,1,8-9
Booking,1,11 May 2024,17 May 2024,21 May 2024,6,4,Moderne Hotel,7.9,5926,918,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Pod 51,7.8,4718,10744,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Margaritaville Resort Times Square,8.7,7609,3006,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"The New Yorker, A Wyndham Hotel",7.7,4968,14892,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Courtyard by Marriott New York Manhattan/Central Park,8.2,6701,5604,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Pod Times Square,8.1,5092,21885,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,TownePlace Suites by Marriott New York Manhattan/Chelsea,8.1,6265,5937,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"U Hotel Fifth Avenue, Empire State Building",7.9,5326,2957,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Belvedere Hotel,8.0,5389,5413,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Pod 39,8.1,5190,11088,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,West Side YMCA,6.6,2736,13015,1,6-7
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Motto By Hilton New York City Times Square,8.1,5859,283,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Wingate by Wyndham New York Midtown South/5th Ave,8.1,6230,2043,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,NH Collection New York Madison Avenue,8.3,9144,1969,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,SoHo 54,7.1,5056,2697,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Courtyard by Marriott New York Manhattan/Chelsea,8.3,6633,1434,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hotel Beacon,8.7,6930,2467,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Royalton New York,7.7,6608,2402,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,LUMA Hotel - Times Square,9.0,8448,3829,1,9-10
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Shelburne Sonesta New York,7.9,5939,1660,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,M Social Hotel Times Square New York,8.4,9266,10528,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Renaissance New York Harlem Hotel,8.2,5884,530,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,HGU New York,7.6,6025,2038,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hyatt Place New York City/Times Square,7.6,6838,21747,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Courtyard New York Downtown Manhattan/Financial District,7.5,5105,1583,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Citadines Connect Fifth Avenue New York,7.5,5610,3016,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Riu Plaza Manhattan Times Square,8.6,8681,11485,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Riu Plaza New York Times Square,8.4,8922,7558,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Residence Inn by Marriott New York Manhattan/Times Square,8.0,7064,6229,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,citizenM New York Bowery,8.7,6868,3052,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hampton Inn by Hilton New York Times Square,7.7,6415,497,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hotel Edison Times Square,7.4,6924,15184,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"The Beekman Tower, Trademark Collection by Wyndham",8.1,6907,1166,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,citizenM New York Times Square,8.6,7754,3801,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Park Central,7.3,6822,5223,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"Hotel Shocard Broadway, Times Square",7.3,5188,2281,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Renaissance New York Midtown Hotel,8.4,8702,1399,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Fairfield Inn by Marriott New York Manhattan/Financial District,7.5,5794,3454,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hyatt Place NYC Chelsea,7.9,7789,15066,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,SpringHill Suites by Marriott New York Midtown Manhattan/Fifth Avenue,8.1,6667,989,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Manhattan at Times Square,5.6,5673,7322,1,5-6
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hotel Hayden New York,7.1,5638,2585,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,DoubleTree by Hilton New York Times Square South,7.9,6973,6030,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hilton Garden Inn West 35th Street,8.3,6926,2947,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Pearl Hotel,8.6,8002,1852,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Doubletree By Hilton New York Times Square West,7.1,6738,14577,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Four Points by Sheraton Manhattan SoHo Village,7.6,6193,905,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Residence Inn by Marriott New York Manhattan/Central Park,8.4,8796,2469,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The FIDI Hotel,8.2,5998,976,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,DoubleTree by Hilton New York Downtown,7.3,5669,3991,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Park Terrace Hotel,8.7,8490,3505,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Chelsean New York,7.1,5829,1460,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Aloft Harlem,7.7,5820,567,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,DoubleTree by Hilton New York Midtown Fifth Ave,7.4,6895,441,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hampton Inn Manhattan-35th St Empire State Bldg,8.2,6732,6171,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Sheraton New York Times Square Hotel,7.0,7527,1577,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"Kimpton Hotel Theta, an IHG Hotel",8.5,7631,573,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,New York Marriott Marquis,8.2,10946,2792,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Royalton Park Avenue,8.3,9384,1849,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"Crowne Plaza Times Square Manhattan, an IHG Hotel",7.8,7175,6364,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,MOXY NYC Times Square,8.1,6954,7799,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Park Lane New York,8.2,11877,3947,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Millennium Hotel Broadway Times Square,7.3,7126,7737,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,W New York - Times Square,7.7,7900,1406,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Millennium Downtown New York,7.4,6787,4916,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,City Club Hotel,7.2,6355,2102,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,70 Park Avenue Hotel,8.3,7127,1790,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Virgin Hotels New York City,8.4,8281,917,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Delta Hotels by Marriott New York Times Square,7.7,6616,2422,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,45 Times Square Hotel,8.3,7163,1491,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Fairfield Inn & Suites by Marriott New York Manhattan/Fifth Avenue,7.4,6825,580,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Iroquois New York Times Square,8.2,8578,2728,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hilton Garden Inn New York Central Park South-Midtown West,7.2,7612,8277,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Pestana CR7 Times Square,8.2,7024,2325,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Arlo NoMad,8.2,7300,2306,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Shoreham Hotel,7.3,6240,2319,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Manhattan Club,8.1,7541,3462,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Aliz Hotel Times Square,8.0,6021,5389,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Tempo By Hilton New York Times Square,8.6,9006,590,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Home2 Suites By Hilton New York Times Square,7.7,7091,565,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Leon Hotel LES,8.1,5759,2235,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Executive Hotel Le Soleil New York,8.4,8344,3872,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,AC Hotel by Marriott New York Downtown,8.5,7446,1780,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Ameritania at Times Square,7.9,6374,5664,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"EVEN Hotel New York - Midtown East, an IHG Hotel",8.2,6822,1294,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Hotel at Fifth Avenue,7.4,5898,3622,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Gotham Hotel,8.4,8981,1470,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Renaissance New York Times Square Hotel by Marriott,8.4,9154,2119,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Four Points by Sheraton New York Downtown,7.3,5948,2366,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Warwick New York,8.0,9200,6253,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,DoubleTree by Hilton Hotel New York City - Chelsea,7.3,6860,2453,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Embassy Suites By Hilton New York Manhattan Times Square,7.8,8669,4491,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Homewood Suites Midtown Manhattan Times Square South,8.3,8402,4173,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Concorde Hotel New York,8.7,7808,1883,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,UNTITLED 3 Freeman Alley,8.6,6799,252,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,La Quinta by Wyndham Time Square South,8.3,7617,3844,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,MADE Hotel,8.5,9311,1095,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"InterContinental New York Times Square, an IHG Hotel",8.1,9773,1757,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hilton Garden Inn NYC Financial Center/Manhattan Downtown,8.4,6770,4980,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"Staypineapple, An Artful Hotel, Midtown New York",8.7,7140,1427,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Sheraton Tribeca New York Hotel,7.7,7943,3258,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,CIVILIAN Hotel,8.6,7904,3582,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hotel Belleclaire Central Park,8.1,7149,4224,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"Dream Downtown, by Hyatt",7.4,8306,1393,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Soho Grand Hotel,8.3,11454,1778,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"Dream Midtown, by Hyatt",7.5,7744,1213,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Tuscany by LuxUrban,7.4,6868,2297,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,AC Hotel by Marriott New York Times Square,8.3,8879,742,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Moore,8.5,8723,1573,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Michelangelo Hotel,8.5,10347,1461,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Fairfield Inn & Suites by Marriott New York Midtown Manhattan/Penn Station,8.2,8237,5270,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Nolitan Hotel SoHo - New York,8.0,7762,1371,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,The Muse New York,8.4,9355,1987,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hilton Garden Inn New York Times Square South,8.1,7168,4243,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Arthouse Hotel,7.9,8628,1785,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,SpringHill Suites by Marriott New York Manhattan/Times Square South,8.0,8096,7189,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hilton Garden Inn New York Times Square North,7.7,8103,2748,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"The Jewel Hotel, New York",8.6,8104,2903,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Fairfield Inn & Suites By Marriott New York Manhattan/Times Square,8.0,7510,5583,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Archer Hotel New York,8.6,9029,970,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"Hotel Indigo NYC Financial District, an IHG Hotel",8.8,7360,1025,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,"voco Times Square South New York, an IHG Hotel",7.9,7201,2855,1,7-8
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Hotel AKA NoMad,8.4,8903,344,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,Residence Inn by Marriott New York Downtown Manhattan/World Trade Center Area,8.5,7691,1614,1,8-9
Booking,1,11 May 2024,17 May 2024,22 May 2024,6,5,INNSiDE by Meliá New York Nomad,8.5,8772,982,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Hotel Beacon,8.7,1456,2467,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Courtyard by Marriott New York Manhattan/Central Park,8.2,1391,5604,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,West Side YMCA,6.6,626,13015,1,6-7
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,NH Collection New York Madison Avenue,8.3,1737,1969,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Margaritaville Resort Times Square,8.7,1965,3006,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Royalton New York,7.7,1461,2402,1,7-8
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,W New York - Times Square,7.7,1440,1406,1,7-8
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Courtyard by Marriott New York Manhattan/Chelsea,8.3,1463,1434,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,DoubleTree by Hilton New York Midtown Fifth Ave,7.4,1393,441,1,7-8
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,33 Seaport Hotel New York,8.6,2412,479,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,"The New Yorker, A Wyndham Hotel",7.7,1331,14892,1,7-8
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,New York Marriott Marquis,8.2,1891,2792,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,"The Cloud One New York-Downtown, by the Motel One Group",8.4,1463,4186,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,"The Jewel Hotel, New York",8.6,1558,2903,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Omni Berkshire Place,8.7,1620,1265,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Motto By Hilton New York City Times Square,8.1,1397,283,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Michelangelo Hotel,8.5,1635,1461,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Grayson Hotel,8.3,1678,602,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Iroquois New York Times Square,8.2,1558,2728,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Renaissance New York Times Square Hotel by Marriott,8.4,1594,2119,1,8-9
Booking,1,11 May 2024,18 May 2024,19 May 2024,7,1,Residence Inn by Marriott New York Manhattan/Central Park,8.4,1749,2469,1,8-9
